sentence,correct_phonemes,incorrect_phonemes,incorrect_phonemes_list,per,has_loanword,duration_seconds,total_expected_phonemes,total_recognized_phonemes
Ihr lauft alle in die falsche Richtung!,20,6,"ɐ→ɾ, -a, o→aʊ, -z, x→ʃ, ʁ→r",0.23076923076923078,False,2.240234375,26,24
Oder drücken Sie den Reset-Knopf.,18,6,"ɐ→ɜ, +r, ɾ→y, ɾ→ʃ, ə→ɛ, ə→ɛ",0.2608695652173913,False,2.0703125,23,24
"Aber letztlich ist doch jeder froh, dass er selbst nicht betroffen ist.",43,9,"ɑː→a, -e, ɾ→ɜ, -t, ɐ→ɜ, ʁ→ɾ, eː→ɛ, ɐ→ɾ, -f",0.17307692307692307,False,4.3203125,52,49
Läuft die Sache mit Zymny noch?,17,5,"-ɔ, ø→aʊ, χ→x, t→ts, s→y",0.22727272727272727,False,2.0,22,21
Freuen Sie sich schon mal auf Post von meinem Anwalt!,33,4,"ʀ→r, -ɔ, ɪ→aʊ, aː→ɑː",0.10810810810810811,False,3.390625,37,36
Ihren Hauptsitz hat die Reederei in Wyk auf Föhr.,22,12,"i→iː, ɾ→r, -a, o→aʊ, -t, s→ts, ʁ→r, ʁ→r, aj→aɪ, yː→ɪ, -øː, ɐ→ɚ",0.35294117647058826,False,4.28125,34,31
Nach wenigen Waschvorgängen ist die Waschanleitung verwaschen.,35,10,"aː→ɑː, ə→eː, ɐ→ɾ, ɟ→ɡ, aj→aɪ, tʰ→t, f→k, ɛː→f, ɐ→ɛ, +ɾ",0.22727272727272727,False,4.140625,44,45
Der Vater hat keine Lust auf stundenlanges Gezeter.,31,8,"eː→ɛ, ɐ→ɾ, aː→ɑː, ɐ→ɜ, ɛ→ə, -t, s→ts, ɐ→ə",0.20512820512820512,False,3.400390625,39,38
"Zartes Zitronengelb,",13,6,"-t, s→ts, ɪ→iː, ʁ→r, ɲ→n, ɟ→ɡ",0.3157894736842105,False,1.83984375,19,18
Viele mögen keine Kruste oder braune Stellen am Auflauf.,34,8,"v→f, øː→yː, ʀ→ɾ, ɐ→ɜ, -ʁ, a→ɾ, o→aʊ, -l",0.19047619047619047,False,4.37109375,42,40
"Egal was kommt, wir weichen nicht zurück.",19,9,"e→eː, aː→a, ɐ→ɾ, +ə, n̩→n, t→ts, s→uː, uː→r, ɾ→y",0.3333333333333333,False,3.3203125,27,28
"Okay, dafür wäre ich bereit, meine Seele zu verkaufen.",27,12,"o→oː, a→ɑː, yː→uː, ʁ→ɾ, ɛː→ɛ, ʀ→r, ɾ→r, -ə, iː→aɪ, -t, s→ts, ɐ→ɾ",0.3076923076923077,True,4.16015625,39,37
"Das ist halt das, was man heutzutage so benutzt.",30,8,"-t, -ɔ, .→oɪ, s→ts, u→uː, aː→ɑː, -t, s→ts",0.21052631578947367,False,3.869140625,38,35
In einer alten Kaverne werden die Gasvorräte gespeichert.,27,19,"-a, e→aɪ, -ɛː, ɐ→ɜ, +ə, n̩→n, ɑː→a, eː→ɛ, ɐ→ɾ, +ə, n̩→n, aː→ɑː, ʁ→r, eː→ɛ, tʰ→t, -a, e→aɪ, -ɛ, ɾ→ɜ",0.4318181818181818,False,3.94921875,44,42
"Wer die Platten auflegt, muss nicht tanzen können.",29,7,"ɐ→ɾ, -a, o→aʊ, ɛ→eː, ʊ→u, s→ts, œ→ə",0.19444444444444445,False,3.439453125,36,35
Natürlich geht es um Privatisierung der Gewinne und Sozialisierung der Schulden.,44,18,"yː→y, ʁ→ɾ, e→eː, eː→ɛ, i→iː, ɑ→a, i→iː, ɐ→r, +k, eː→ɛ, ɐ→ɾ, -n, ɔ→oː, ɪ→iː, ɪ→iː, ʁ→r, eː→ɛ, ɐ→ɾ",0.29508196721311475,False,5.66015625,61,61
Das kratzt sicherlich an seinem Ego.,20,7,"k→ɡ, ɾ→r, t→ts, -s, +ɜ, ɐ→ɾ, o→oː",0.2692307692307692,False,2.599609375,26,26
Wir müssen umgehend das Weiße Haus informieren.,30,5,"ɐ→ɾ, +y, o→ɔ, ʁ→ɾ, ʁ→r",0.14705882352941177,False,3.25,34,35
"Was denkst du, was du ausprobieren möchtest!",23,9,"t→d, ː→uː, +d, ː→uː, ʀ→ɾ, +r, ɐ→ə, œ→ɛ, ɛ→ə",0.3,False,3.279296875,30,32
Ich kenne die Gepflogenheiten der Einheimischen nicht.,30,11,"-n, o→uː, ɛ→ə, ə→h, iː→aɪ, eː→ɛ, -ɐ, a→ɾ, e→aɪ, -a, e→aɪ",0.2682926829268293,False,3.359375,41,38
Mit einer Boeing sieben-drei-sieben wäre das nicht passiert.,29,13,"-a, e→aɪ, ɛː→ɜ, ɐ→ɾ, ɔ→oː, +ə, m̩→n, ʁ→r, +ə, m̩→n, ɛː→ɛ, ʀ→r, ɐ→ɾ",0.325,True,5.58984375,40,41
In der Wissenschaft ist man bei P H wie in Photon und Photosynthese geblieben.,48,9,"eː→ɛ, ɐ→ɾ, pʰ→p, aː→a, o→oː, o→uː, +y, ə→eː, s→z",0.16071428571428573,False,6.390625,56,57
Der Markt wird es wie immer richten.,17,8,"eː→ɛ, ɐ→ɾ, -a, ʁ→ɑː, ʁ→ɾ, eː→ɛ, ɐ→ɜ, ɾ→r",0.32,False,2.4296875,25,24
Offenbar hat Winfried einen Doppelgänger.,22,11,"-f, ɛ→ə, a→ɑː, ɽ→ɾ, +t, ɾ→r, -a, e→aɪ, +ə, l̩→l, ɐ→ɜ",0.3548387096774194,False,2.75,31,31
Setzt die Segel!,8,3,"-t, s→ts, l̩→ə",0.2727272727272727,False,1.0400390625,11,10
"Ich habe noch nie geschmeckt, ob der Käsekuchen selbstgemacht war oder nicht.",45,10,"aː→ɑː, eː→ɛ, ɐ→ɾ, ɛː→ɛ, e→ə, +k, ʊ→uː, aː→ɑː, ɐ→ɾ, ɐ→ɜ",0.18518518518518517,False,5.1484375,54,55
"Wer keine Träume mehr hat, erlebt nur einen Teil der Realität.",31,16,"ɐ→ɾ, -ɔ, ø→aʊ, ɐ→ɾ, ɛː→ɛ, ɐ→ɾ, ɛ→iː, -ɐ, a→ɾ, e→aɪ, eː→ɛ, ɐ→ɾ, ʁ→r, e→eː, i→iː, ɛː→ɛ",0.3404255319148936,False,3.9609375,47,45
Sieh dir diese scharfe Schnitte an!,18,4,"ɐ→ɾ, i→iː, -ə, s→z",0.18181818181818182,False,2.5390625,22,21
Auch wenn's der Klägerin missfällt: es gibt für sie kein Schmerzensgeld.,41,11,"eː→ɛ, ɐ→ɾ, ɛː→ɛ, ɐ→ə, +r, -l, eː→ɛ, ɐ→ɾ, -t, s→ts, ɛ→ə",0.21568627450980393,False,4.5,51,50
Zu jener Zeit tourte eine Rockerlegende durch den Westen.,27,18,"-t, s→ts, -ɐ, t→ɜ, s→ts, -a, e→aɪ, tʰ→t, ʊ→uː, ʁ→ɾ, tʰ→t, ʁ→r, kʰ→k, +ɜ, ɐ→ɾ, ə→ɛ, ʊ→oː, -ʁ",0.4090909090909091,False,4.05859375,44,41
Uranus rotiert ganz anders als die anderen Planeten.,33,9,"ʁ→r, ʊ→u, ɾ→r, o→oː, -ɛ, ɾ→ɜ, ɐ→ə, +r, +ə",0.225,False,3.830078125,40,41
Wie wäre es mit Wiesbaden?,15,4,"ɛː→eː, ʀ→r, eː→ɛ, ɑ→ɑː",0.21052631578947367,False,1.98046875,19,19
Mit welchen Fertigkeiten können Sie uns sonst noch beeindrucken?,43,7,"-k, -ə, iː→aɪ, œ→ə, -a, e→aɪ, ɾ→r",0.14,False,3.689453125,50,47
Der Home Assistant Server scheint offline zu sein.,23,15,"eː→ɛ, ɐ→ɾ, ɔ→oː, -a, a→ə, -z, ɛ→ɚ, ɐ→ɚ, -a, e→aɪ, -f, ɪ→aɪ, -ə, -t, s→ts",0.39473684210526316,False,4.1015625,38,32
Voll der gute Vergleich!,11,7,"eː→ɛ, ɐ→ɾ, e→ə, ɛː→ɛ, ɐ→ɾ, -a, e→aɪ",0.3888888888888889,False,1.419921875,18,17
An welche Nation denn?,13,5,"-., t→ts, s→ts, i→j, ɛ→ə",0.2777777777777778,False,1.599609375,18,17
Er ist noch etwas benebelt.,17,4,"eː→ɛ, ɐ→ɾ, ɛ→ə, -l",0.19047619047619047,False,1.8603515625,21,20
"Nein, das war kein Kompliment.",20,2,"aː→ɑː, ɐ→ɾ",0.09090909090909091,False,2.259765625,22,22
Was sagst du da?,7,4,"aː→a, +uː, ː→d, ː→ɑː",0.4,False,1.3701171875,10,11
"Und hier haben wir uns ja seitens des Bundes dafür eingesetzt, gemeinsam mit den Ländern Bildungsketten zu bilden.",72,20,"-ɐ, aː→ɑː, ɐ→ɾ, ː→s, z→j, a→ɑː, +z, e→aɪ, ɛ→ə, ə→ɛ, a→ɑː, -ʁ, a→ɾ, e→aɪ, -t, s→ts, -ɛ, ɾ→ɜ, -t, s→ts",0.21978021978021978,False,7.890625,91,87
"Sein Vermögen von A nach B zu verschieben, ist keine Leistung.",34,12,"ɛː→ɛ, ɐ→ɾ, øː→yː, a→ɑː, aː→a, -t, s→ts, ʁ→ɾ, i→iː, -:, -ə, ɪ→aɪ",0.2608695652173913,False,4.71875,46,43
Frühestens nach sechs Monaten kann man von einer ernsthaften Beziehung sprechen.,44,18,"yː→y, ɛ→ə, ɛ→ə, aː→ɑː, ɑ→a, -a, e→aɪ, ɛː→ɜ, ɐ→ɾ, ɐ→ɾ, +t, tʰ→ə, n̩→n, -t, s→ts, ʁ→ɾ, +ə, n̩→n",0.3,False,5.1796875,60,60
Damit kann ich leider nicht dienen.,21,3,"a→ɑː, ɐ→ɜ, -ə",0.125,False,2.69921875,24,23
Allen Unkenrufen zum Trotz kamen sie rechtzeitig in Barcelona an.,37,18,"kʰ→t, +ɡ, ʁ→r, -t, s→ts, ʁ→ɾ, -t, s→ts, ɾ→r, s→ts, -ə, iː→aɪ, ç→k, -t, s→ts, e→ɪ, o→oː, ɑ→ɑː",0.3333333333333333,False,4.53125,54,51
Ich gebe kein Geld für Klingeltöne mehr aus.,27,5,"ɐ→ɾ, tʰ→t, øː→yː, ɐ→ɾ, +s",0.16129032258064516,False,3.060546875,31,32
Gotje wird in den Ferien keine Kurse mehr anbieten.,25,14,"ɡ→k, oː→ɔ, t→tʃ, -j, ʁ→ɾ, ɐ→eː, +r, iː→i, ʊ→uː, ʁ→ɾ, s→z, ɐ→ɾ, +ə, n̩→n",0.3783783783783784,False,3.80078125,37,38
Luigi hat nicht den Hauch einer Chance.,18,8,"ɪ→iː, ɟ→dʒ, ɪ→iː, -a, e→aɪ, -ɛː, ɐ→ɜ, ː→ɑ̃",0.3076923076923077,True,2.609375,26,24
Dazu musst du beide Hände frei haben.,19,11,"-t, s→ts, u→uː, ʊ→u, +d, ː→uː, -., ɾ→r, -a, e→aɪ, aː→ɑː",0.3793103448275862,False,2.869140625,29,27
Ich will seine Arbeit gar nicht schlechtreden.,26,5,"ʁ→ɾ, aː→ɑː, ɐ→ɾ, ʁ→r, d→t",0.16129032258064516,False,2.8203125,31,31
Oben im Fernsehturm gibt es ein Restaurant.,22,10,"e→ə, e→eː, ʊ→u, eː→ɛ, -ɛ, ɪ→aɪ, ʁ→r, o→ɔ, ʁ→r, +ɑ̃",0.3225806451612903,True,3.869140625,31,31
Eis am Stiel ist viel teurer als Eis aus der Literpackung.,27,13,"-ə, uː→aʊ, ɐ→r, ɐ→ə, eː→ɛ, ɐ→ɾ, ɪ→iː, tʰ→t, ɐ→ə, +ɾ, pʰ→p, kʰ→k, +k",0.34210526315789475,False,4.83984375,38,39
Ich kann die zuletzt gestellte Frage nicht finden,32,7,"-t, s→ts, -t, s→ts, -l, ʀ→ɾ, aː→ɑː",0.1794871794871795,False,3.05078125,39,36
Nehme die Radio Station auf Pandora wieder auf,21,12,"e→eː, ʀ→r, aː→a, ɪ→iː, o→oː, ɑ→a, t→ts, s→j, pʰ→p, ɔ→oː, ʁ→r, ɐ→ɜ",0.36363636363636365,False,3.6796875,33,33
Die Personalabteilung entschied sich für die zweite Bewerberin.,38,11,"o→oː, ɑ→ɑː, -ə, iː→aɪ, ɐ→ɾ, -t, s→ts, -ə, iː→aɪ, ɐ→ə, +r",0.22916666666666666,False,4.08984375,48,46
Das Modem ist ein Kommunikationsgerät.,22,10,"o→oː, e→ɛ, -ɛ, ɪ→aɪ, kʰ→k, ɪ→iː, kʰ→k, ɪ→j, ʁ→r, eː→ɛ",0.3125,False,3.009765625,32,31
Von den Mietern will keiner ausziehen.,20,7,"ɛ→ə, -ɾ, -ə, ɪ→aɪ, ɐ→ɜ, -t, s→ts",0.25925925925925924,False,4.33984375,27,24
installiere,7,3,"-l, ɾ→r, e→ə",0.3,False,1.240234375,10,9
"Doch was, wenn die Arbeitnehmer nicht mitspielen?",30,6,"+s, -a, e→aɪ, e→eː, ɐ→ɜ, +t",0.17647058823529413,False,3.4609375,34,35
Team Bravo befindet sich noch in Warteposition.,31,6,"ʁ→r, ɔ→oː, e→ə, o→oː, t→ts, +j",0.16666666666666666,True,3.76953125,36,37
Die Herkunft einiger Rohstoffe ist zumindest zweifelhaft.,32,17,"eː→ɛ, ɐ→ɾ, -a, e→aɪ, ɐ→ɜ, ɾ→r, o→oː, s→ʃ, -f, -t, s→ts, u→uː, -t, s→ts, -a, e→aɪ, e→ə",0.3469387755102041,False,4.37890625,49,44
Es ist noch nicht lange her.,17,2,"eː→ɛ, ɐ→ɾ",0.10526315789473684,False,1.740234375,19,19
Tief im Innern ist Hausmeister Wiebe noch ein kleines Kind.,31,14,"-n, -ɛ, ɾ→ɑː, -a, o→aʊ, ə→aɪ, ɪ→s, s→t, t→ɜ, ɐ→ɾ, -ɛ, ɪ→aɪ, -ə, ɪ→aɪ",0.3111111111111111,False,3.98046875,45,40
"Doch jede Ausgrenzung von Muslimen in Deutschland, jeder Generalverdacht verbiete sich, sagte Merkel.",56,24,"-a, o→aʊ, ɾ→r, e→ɛ, -t, s→ts, i→iː, ɔ→aʊ, ø→t, tʃ→ʃ, +ɜ, ɐ→ɾ, ɟ→ɡ, ə→ɛ, ʁ→r, aː→ɑː, ɐ→ɾ, ɛː→ɛ, ɐ→ɾ, i→iː, -ə, aː→a, ʁ→ɾ, kʰ→k",0.3037974683544304,False,6.359375,79,77
Ich habe das Bewerbungsgespräch übrigens vermasselt.,33,11,"aː→ɑː, ɐ→ɾ, ʁ→ɾ, eː→ɛ, yː→y, +ɾ, ʁ→r, ɛː→ɛ, ɐ→ɾ, -z, ɛ→ə",0.2558139534883721,False,3.3203125,43,43
Das wird eh nur Werbung sein.,18,3,"ʁ→ɾ, ɐ→ɾ, +k",0.15,False,2.169921875,20,21
Wie uncool!,6,1,kʰ→k,0.14285714285714285,False,1.08984375,7,7
Das Kind hat Neunundreißig Komma Acht Grad Fieber.,28,9,"-ɔ, ø→oɪ, d→t, ɾ→r, ç→k, a→ɜ, ʁ→r, aː→ɑː, ɐ→ɜ",0.24324324324324326,False,4.078125,37,36
"Oft gibt es interessante Konzerte, die gar nicht von jedem besucht werden können, weil die Karten nicht ausreichen, und man kann sich dann doch auch an diesen Konzerten beteiligen.",110,25,"eː→ɛ, e→ɛ, ɾ→r, -z, ɑ→a, -t, s→ts, aː→ɑː, ɐ→ɾ, ʊ→uː, eː→ɛ, ɐ→ɾ, +ə, n̩→n, œ→ə, -a, o→aʊ, ɾ→r, -a, e→aɪ, i→iː, -ə, s→z, -t, s→ts",0.1865671641791045,False,11.140625,134,129
"Unser Nationaler Integrationsplan – wieder gemeinsam mit den Ländern vorbereitet – ist ein gutes Beispiel dafür, wie alle Verantwortlichen in unserem Land zusammenarbeiten können.",108,37,"ɐ→ɜ, ɑ→a, t→ts, s→j, a→ɑː, ɐ→ə, ɛ→eː, -t, s→ts, ɐ→ɛ, +ɾ, -eː, -ɛ, ɾ→ɜ, oː→ɔ, ɐ→ɾ, ɾ→r, -ə, iː→aɪ, -ɛ, ɪ→aɪ, a→ɑː, ʁ→ɾ, ɛː→ɛ, ɐ→ɾ, -t, v→f, +t, ɐ→ə, +r, -t, s→ts, -m, e→ə, -ə, iː→aɪ, œ→ə",0.2605633802816901,False,11.140625,142,136
"Der Feind merkt gar nicht, wenn wir ihn mit Nanobots angreifen.",38,8,"eː→ɛ, ɐ→ɾ, aː→ɑː, ɐ→ɾ, ɐ→ɾ, ɔ→oː, -t, ʁ→r",0.17391304347826086,False,4.94921875,46,45
Snacks und Fingerfood sind heutzutage das Nonplusultra auf jeder Party.,43,13,"+ɡ, ɐ→ɜ, -ɔ, -., t→aʊ, s→ts, u→uː, aː→a, u→ʊ, z→s, ɑ→a, ɐ→ɜ, j→iː",0.23636363636363636,True,5.69140625,55,54
Auch in Afrika leben Pinguine.,20,3,"ɾ→r, ɑ→a, u→uː",0.13043478260869565,False,2.279296875,23,23
Damit sollte der Konzern für Personal werben.,28,10,"a→ɑː, eː→ɛ, ɐ→ɾ, -t, s→ts, yː→y, ɐ→ɾ, oː→ʊ, a→ɑː, ʁ→ɾ",0.2631578947368421,False,3.310546875,38,37
Aber ich schweife ab.,10,4,"-e, ɾ→ɜ, -a, e→aɪ",0.2857142857142857,False,1.400390625,14,12
Willkommen in der Europäischen Union!,17,11,"eː→ɛ, ɐ→ɾ, ɔ→aɪ, ʁ→r, ɔ→oː, pʰ→p, +ə, n̩→n, u→ʊ, +d, i→j",0.4230769230769231,False,2.5390625,26,28
Warum macht ihr so lange Gesichter?,20,4,"ʀ→r, uː→ʊ, ɐ→ɾ, ɐ→ɜ",0.16666666666666666,False,2.0,24,24
"Ein sehenswertes Schauspiel, muss ich sagen.",22,8,"-ɛ, ɪ→aɪ, z→ts, eː→iː, ɛ→ə, s→ts, ʊ→u, aː→ɑː",0.26666666666666666,False,3.05078125,30,29
Du stinkst voll nach Schweiß.,15,4,"+d, ː→uː, -k, aː→ɑː",0.2222222222222222,False,2.060546875,18,18
"Das ist die beste Werbung, die ich je gesehen habe!",30,6,"ə→ɛ, ʃ→s, +k, +j, ː→eː, aː→ɑː",0.17647058823529413,False,3.9296875,34,36
an welchen Tagen?,12,1,aː→ɑː,0.07692307692307693,False,1.48046875,13,13
"Handwerker, die Dreck hinterlassen, müssen den auch wieder entfernen.",40,8,"ɐ→ə, ʀ→r, ɐ→ɜ, +ə, n̩→n, +y, ɐ→ɜ, ʁ→ɾ",0.17391304347826086,False,4.73046875,46,48
"Mir wäre es recht, wenn die weiteren Untersuchungen möglichst geräuschlos vonstatten gingen.",48,22,"æ→ɾ, ɛː→ɛ, ʀ→r, eː→ɛ, ʁ→r, -ə, iː→aɪ, ɐ→ə, +r, -ɛ, ɾ→ɜ, ʊ→uː, øː→ø, -ç, ɾ→r, -ø, v→f, s→ʃ, iː→ɪ, n→ŋ, -ɡ, eː→ə",0.3188405797101449,False,5.73046875,69,65
Ein Cello ist eine Art Mittelding zwischen Violine und Kontrabass.,37,13,"-ɛ, ɪ→aɪ, ɔ→oː, ʁ→ɾ, tʰ→t, l̩→ə, -t, s→ts, ɪ→iː, ɔ→oː, +ɾ, ʁ→r, b→p",0.2653061224489796,True,5.4609375,49,48
Fünfundsiebzig Pferdestärken machen auf der Autobahn einfach keinen Spaß.,43,14,"+y, m→n, +f, ə→ʊ, +t, -p, ɛ→ə, s→ʃ, eː→ɛ, -ɐ, a→ɾ, o→aʊ, o→oː, ɑ→ɑː",0.25925925925925924,False,5.078125,54,55
Idealerweise sollten die Verwaltungen freie Software einsetzen.,30,22,"ɪ→iː, ɛ→eː, +j, aː→ɑː, +ɜ, ɐ→ɾ, aj→aɪ, +ə, n̩→n, ɛː→ɛ, ɐ→ɾ, ə→aɪ, iː→ə, j→s, -ə, z→h, a→eː, ɽ→ɛ, ə→ɾ, t→ts, s→ə, n̩→n",0.4489795918367347,True,4.33984375,49,51
Innerhalb dieser Zeichenklassendefinitionen haben einige Symbole andere Bedeutungen als im normalen Kontext.,74,19,"+ɜ, ɐ→ɾ, -ə, -ʁ, t→ɜ, s→ts, iː→ɪ, -t, s→ts, aː→ɑː, -a, e→aɪ, +y, o→oː, ʀ→r, -ɔ, ɪ→aʊ, a→ɑː, -t",0.2087912087912088,False,7.73828125,91,87
Dazu benötigt man als Erstes ein offenes Protokoll.,31,14,"-t, s→ts, u→uː, øː→yː, +ɛ, ɛː→ɾ, ɐ→ɾ, ʃ→s, -ɛ, ɪ→aɪ, -f, oː→ɔ, o→oː, -l",0.3181818181818182,False,4.05078125,44,41
Viele Staaten unterhalten aber inoffizielle Vertretungen in Taiwan.,36,20,"-v, aː→ɑː, -ə, ʁ→ɜ, -e, ɾ→ɜ, iː→ɪ, -f, i→iː, t→ts, s→ts, iː→j, l→ɛ, ɛː→ɛ, ɐ→ɾ, ə→eː, tʰ→t, aj→aɪ, +ɑː, aː→ɾ",0.36363636363636365,False,4.51171875,55,52
"Der Ausdruck ""nach bestem Wissen und Gewissen"" wird oft falsch verwendet",42,13,"eː→ɛ, -ɐ, a→ɾ, o→aʊ, aː→ɑː, ə→ɛ, ʃ→s, +ə, n̩→n, -z, ʁ→ɾ, ɛː→ɛ, ɐ→ɾ",0.24074074074074073,False,5.328125,54,53
Das markante Design geht jedoch zu Lasten der Funktionalität.,37,14,"ɑ→a, eː→iː, -ɪ, ɡ→aɪ, e→eː, -t, s→ts, eː→ɛ, ɐ→ɾ, k→t, t→ts, s→j, ɑ→a, ɛː→ɛ",0.27450980392156865,True,4.37109375,51,49
Kommst du mit in die Geisterbahn?,15,8,"m→s, s→t, t→d, ː→uː, aj→aɪ, ɐ→ɛ, +ɾ, aː→ɑː",0.36363636363636365,False,1.51953125,22,23
Der Verfasser des Manuskripts ist wahrhaftig ein Genie.,29,15,"eː→ɛ, ɐ→ɾ, ɛː→ɛ, ɐ→ɾ, -z, ɐ→ɜ, ə→ɛ, ɑː→a, s→ts, ɑ→ɑː, ç→k, -ɛ, ɪ→aɪ, ʒ→dʒ, e→eː",0.3409090909090909,False,3.859375,44,42
A V Musik suche nach dem Lied,19,2,"ʊ→uː, aː→a",0.09523809523809523,False,3.75,21,21
"orange,",1,4,"o→oː, ʁ→r, +a, ː→ŋ",1.0,False,0.509765625,4,5
Manchmal kann man die Venus mit bloßem Auge beobachten.,37,4,"ç→tʃ, aː→a, +ə, n̩→n",0.1,False,3.83984375,40,41
Wen interessiert schon dieser Klatsch und Tratsch?,24,11,"ə→ɛ, +r, ʀ→ɛ, ɐ→ɾ, -ə, ʁ→ɜ, -t, +ɾ, ʀ→r, aː→ɑː, t→k",0.3333333333333333,False,2.939453125,33,33
"Ein paar sind ja ganz okay, aber so viele?",18,12,"-ɛ, ɪ→aɪ, -aː, ɐ→ɑː, +j, +ɛ, ː→ɾ, o→oː, ɑː→a, -e, ɾ→ɜ, v→f",0.42857142857142855,True,3.2890625,28,27
Was genau gehört alles zum Erwachsensein?,26,6,"øː→œ, ɐ→ɾ, -t, s→ts, ɐ→ɾ, aj→aɪ",0.1875,False,2.6796875,32,31
Möchtest du mehr hören?,10,6,"œ→ɛ, ɛ→ə, ː→uː, ɐ→ɾ, øː→ø, ʁ→r",0.375,False,1.3095703125,16,16
"Wir dachten, jetzt kommen gleich die Besitzer, aber Pustekuchen.",35,11,"ɐ→ɾ, ç→x, -t, s→ts, -t, s→ts, ɐ→ə, -e, ɾ→ɜ, pʰ→p, kʰ→k",0.2391304347826087,False,3.9609375,46,43
"Wenn es Ihnen missfällt, können Sie es selbstverständlich einfach zurückgeben.",46,15,"eː→ɛ, i→iː, -l, œ→ə, eː→ɛ, -., -ɐ, .→ɾ, -., t→ts, s→uː, u→r, ʀ→y, +ə, m̩→n",0.25,False,5.05078125,60,57
Was soll ich essen,12,1,-z,0.07692307692307693,False,1.01953125,13,12
Wenigstens bietet die Holzhütte etwas Windschutz.,32,6,"ɡ→k, ɛ→ə, i→iː, -ə, +y, tʰ→t",0.16216216216216217,False,3.240234375,37,37
Laut bimmelnd fährt der Eiswagen langsam durch die Straßen.,32,12,"-m, ɛ→ə, -l, ɛː→ɛ, ɐ→ɾ, eː→ɛ, ɐ→ɾ, aj→aɪ, aː→ɑː, aː→a, ʊ→uː, -ʁ",0.2727272727272727,False,4.0703125,44,41
Bring doch bitte noch ein Teelicht fürs Stövchen mit!,32,6,"ʁ→r, -ɛ, ɪ→aɪ, +y, +y, øː→l",0.16666666666666666,True,3.6796875,36,37
Dann hältst du bei einer roten Ampel also auch nicht an?,27,12,"-t, t→d, ː→uː, -a, e→aɪ, ɛː→ɜ, ɐ→ɾ, ʀ→r, +ə, n̩→n, +ə, l̩→l",0.32432432432432434,False,4.1484375,37,37
Hier kommt Ihre Pizza.,10,5,"ɐ→ɾ, ʁ→r, -t, s→ts, a→ɜ",0.3333333333333333,True,1.5400390625,15,14
"Allgäu Power ist eine süddeutsche Party-Band, die zweitausendacht durch den Titel Bauer sucht Frau bei der RTL-Show Das Supertalent im deutschsprachigen Raum bekannt wurde.",91,37,"-l, ɔ→oː, -ø, -oː, v→aʊ, ɐ→ɜ, yː→y, -ɔ, ø→oɪ, tʃ→ʃ, j→iː, a→ɛ, -t, s→ts, ɛ→ə, d→t, ʊ→uː, -ʁ, l→ə, -a, o→aʊ, ɐ→ɜ, ʊ→uː, ʁ→r, eː→ɛ, ɐ→ɾ, ɾ→r, -s, h→ʃ, -v, +ɾ, -ɔ, ø→aʊ, s→ʃ, a→ɑː, ʁ→r, ʊ→uː",0.29133858267716534,True,13.5234375,127,118
Schmier du mal einer Katze antiseptisches Gel in den Mund.,28,15,"ɐ→ɾ, +d, ː→uː, aː→ɑː, -a, e→aɪ, ɛː→ɜ, ɐ→ɾ, -t, s→ts, tʰ→t, ɪ→iː, tʰ→t, -ɪ, ɛ→eː",0.35714285714285715,False,4.3203125,42,40
Einen Klon von mir selbst könnte ich nicht ausstehen.,35,4,"-a, e→aɪ, oː→uː, æ→ɾ",0.10256410256410256,False,3.91015625,39,38
Ich kann den Fehler nicht finden.,21,1,ɐ→ɜ,0.045454545454545456,False,2.16015625,22,22
"dunkel orange,",6,5,"-l, o→oː, ʁ→r, +a, ː→ŋ",0.5,False,1.419921875,10,10
Der Kinderarzt hat das Baby ganz genau untersucht.,29,11,"eː→ɛ, ɐ→ɾ, ɐ→ɜ, -ʁ, t→ɾ, ɑː→eː, j→iː, s→ts, -ɛ, ɾ→ɜ, ʊ→uː",0.275,True,3.75,40,38
Um Mitternacht beginnt die Geisterstunde.,25,8,"ɐ→ɛ, +ɾ, χ→x, -n, -ə, ɪ→aɪ, ɛ→ɜ, s→ʃ",0.25,False,2.689453125,32,31
Windkraftanlagen sind nun Teil unserer Kulturlandschaft.,35,15,"+ɾ, ʁ→r, tʰ→t, aː→ɑː, +ə, n̩→n, ɐ→ə, +r, ɐ→ə, ʊ→u, ʊ→uː, -t, -s, -s, h→ʃ",0.3191489361702128,False,4.33984375,47,47
Hilf mir mal auf die Sprünge.,16,6,"ç→h, +ə, +n, æ→ɾ, aː→ɑː, +y",0.3157894736842105,False,1.849609375,19,22
"Für eine Woche in einem Baumhaus zu leben, ist bestimmt cool.",37,8,"ɐ→ɾ, -a, e→aɪ, -t, s→ts, +t, m→t, t→k",0.18181818181818182,True,4.3984375,44,43
Lawrence kansas,5,9,"a→ɔ, -v, ʁ→ɹ, ɛ→ə, ŋ→n, z→s, -ə, a→ɛ, ɑ→ɪ",0.6428571428571429,False,1.5,14,12
Mit einem absägten Auspuff umgeht man die Schalldämpfer.,33,11,"-a, e→aɪ, -a, o→aʊ, ʊ→ɾ, f→ʊ, ə→eː, -h, -l, -p, ɐ→ə",0.25,False,4.0703125,44,39
Wie hoch ist der Rundfunkbeitrag aktuell?,23,8,"ɔ→oː, eː→ɛ, ɐ→ɾ, ʁ→r, aj→aɪ, ʁ→r, aː→a, u→uː",0.25806451612903225,False,3.08984375,31,31
